ENTITY;ACCOUNT;EXERCICE;SCENARIO;PERIOD;AMOUNT;USERUPD;DATEUPD;PROVENIENZA
TUNON_LYO;63511;2026;2027BUD_V1;12;9845,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;621;2024;2027BUD_V1;12;88144,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;645;2024;2027BUD_V1;12;119509,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6333;2024;2027BUD_V1;12;103097,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;621;2024;2027BUD_V1;12;88144,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;645;2024;2027BUD_V1;12;179192,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6333;2025;2027BUD_V1;12;107822,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;621;2024;2027BUD_V1;12;66108,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;645;2024;2027BUD_V1;12;105033,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
GRP;6333;2026;2027BUD_V1;12;112968,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;621;2024;2027BUD_V1;12;66108,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;645;2025;2027BUD_V1;12;518752,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6811;2024;2027BUD_V1;12;137849,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;621;2025;2027BUD_V1;12;172844,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;645;2025;2027BUD_V1;12;304190,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6811;2024;2027BUD_V1;12;119469,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;621;2025;2027BUD_V1;12;149798,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;645;2025;2027BUD_V1;12;246450,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6811;2024;2027BUD_V1;12;110279,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;621;2025;2027BUD_V1;12;138275,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;645;2025;2027BUD_V1;12;219164,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6811;2024;2027BUD_V1;12;91900,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;621;2025;2027BUD_V1;12;115229,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;645;2025;2027BUD_V1;12;480728,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6811;2024;2027BUD_V1;12;137849,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;621;2025;2027BUD_V1;12;172844,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;645;2025;2027BUD_V1;12;188174,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6811;2024;2027BUD_V1;12;91900,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;621;2025;2027BUD_V1;12;115229,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;645;2025;2027BUD_V1;12;174275,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6811;2024;2027BUD_V1;12;91900,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;621;2025;2027BUD_V1;12;115229,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;645;2025;2027BUD_V1;12;121548,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6811;2024;2027BUD_V1;12;55140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;621;2025;2027BUD_V1;12;69137,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;645;2025;2027BUD_V1;12;86308,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6811;2024;2027BUD_V1;12;55140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;621;2025;2027BUD_V1;12;69137,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;645;2025;2027BUD_V1;12;86308,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6811;2024;2027BUD_V1;12;55140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;621;2025;2027BUD_V1;12;69137,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;645;2025;2027BUD_V1;12;170872,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6811;2024;2027BUD_V1;12;73520,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;621;2025;2027BUD_V1;12;92183,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;645;2025;2027BUD_V1;12;124985,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6811;2024;2027BUD_V1;12;73520,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;621;2025;2027BUD_V1;12;92183,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;645;2025;2027BUD_V1;12;187402,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6811;2024;2027BUD_V1;12;55140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;621;2025;2027BUD_V1;12;69137,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;645;2025;2027BUD_V1;12;109846,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6811;2024;2027BUD_V1;12;55140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;621;2025;2027BUD_V1;12;69137,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;645;2026;2027BUD_V1;12;543513,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6811;2025;2027BUD_V1;12;146120,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;621;2026;2027BUD_V1;12;181094,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;645;2026;2027BUD_V1;12;318709,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6811;2025;2027BUD_V1;12;126638,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;621;2026;2027BUD_V1;12;156948,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;645;2026;2027BUD_V1;12;258214,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6811;2025;2027BUD_V1;12;116896,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;621;2026;2027BUD_V1;12;144875,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;645;2026;2027BUD_V1;12;229626,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6811;2025;2027BUD_V1;12;97413,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;621;2026;2027BUD_V1;12;120729,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;645;2026;2027BUD_V1;12;503674,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6811;2025;2027BUD_V1;12;146120,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;621;2026;2027BUD_V1;12;181094,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;645;2026;2027BUD_V1;12;197156,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6811;2025;2027BUD_V1;12;97413,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;621;2026;2027BUD_V1;12;120729,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;645;2026;2027BUD_V1;12;182594,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6811;2025;2027BUD_V1;12;97413,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;621;2026;2027BUD_V1;12;120729,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;645;2026;2027BUD_V1;12;127350,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6811;2025;2027BUD_V1;12;58448,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;621;2026;2027BUD_V1;12;72438,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;645;2026;2027BUD_V1;12;90427,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6811;2025;2027BUD_V1;12;58448,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;621;2026;2027BUD_V1;12;72438,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;645;2026;2027BUD_V1;12;90427,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6811;2025;2027BUD_V1;12;58448,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;621;2026;2027BUD_V1;12;72438,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;645;2026;2027BUD_V1;12;179028,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6811;2025;2027BUD_V1;12;77931,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;621;2026;2027BUD_V1;12;96583,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;645;2026;2027BUD_V1;12;130951,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6811;2025;2027BUD_V1;12;77931,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;621;2026;2027BUD_V1;12;96583,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;645;2026;2027BUD_V1;12;196348,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6811;2025;2027BUD_V1;12;58448,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;621;2026;2027BUD_V1;12;72438,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;645;2026;2027BUD_V1;12;115089,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6811;2025;2027BUD_V1;12;58448,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;621;2026;2027BUD_V1;12;72438,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;613;2024;2027BUD_V1;12;341140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6811;2026;2027BUD_V1;12;154887,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;604;2024;2027BUD_V1;12;77832,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;613;2024;2027BUD_V1;12;204403,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6811;2026;2027BUD_V1;12;134236,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;604;2024;2027BUD_V1;12;66015,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;613;2024;2027BUD_V1;12;168464,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6811;2026;2027BUD_V1;12;123910,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;604;2024;2027BUD_V1;12;59902,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;613;2024;2027BUD_V1;12;147406,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6811;2026;2027BUD_V1;12;103258,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;604;2024;2027BUD_V1;12;50734,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;613;2024;2027BUD_V1;12;341140,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6811;2026;2027BUD_V1;12;154887,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;604;2024;2027BUD_V1;12;72127,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;613;2024;2027BUD_V1;12;129156,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;6811;2026;2027BUD_V1;12;103258,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;604;2024;2027BUD_V1;12;49715,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;613;2024;2027BUD_V1;12;126348,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;6811;2026;2027BUD_V1;12;103258,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;604;2024;2027BUD_V1;12;47066,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;613;2024;2027BUD_V1;12;84232,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;6811;2026;2027BUD_V1;12;61955,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;604;2024;2027BUD_V1;12;29544,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;613;2024;2027BUD_V1;12;74124,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;6811;2026;2027BUD_V1;12;61955,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;604;2024;2027BUD_V1;12;23839,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;613;2024;2027BUD_V1;12;74124,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;6811;2026;2027BUD_V1;12;61955,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;604;2024;2027BUD_V1;12;23839,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;613;2024;2027BUD_V1;12;125787,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;6811;2026;2027BUD_V1;12;82607,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;604;2024;2027BUD_V1;12;37082,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;613;2024;2027BUD_V1;12;117925,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;6811;2026;2027BUD_V1;12;82607,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;604;2024;2027BUD_V1;12;28932,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;613;2024;2027BUD_V1;12;136456,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;6811;2026;2027BUD_V1;12;61955,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;604;2024;2027BUD_V1;12;28117,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;613;2024;2027BUD_V1;12;94340,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;6811;2026;2027BUD_V1;12;61955,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;604;2024;2027BUD_V1;12;23839,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;613;2025;2027BUD_V1;12;356772,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;604;2025;2027BUD_V1;12;81399,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;613;2025;2027BUD_V1;12;213769,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;604;2025;2027BUD_V1;12;69040,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;613;2025;2027BUD_V1;12;176184,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;604;2025;2027BUD_V1;12;62647,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;613;2025;2027BUD_V1;12;154161,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;604;2025;2027BUD_V1;12;53058,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;613;2025;2027BUD_V1;12;356772,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;604;2025;2027BUD_V1;12;75432,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;613;2025;2027BUD_V1;12;135074,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;604;2025;2027BUD_V1;12;51993,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;613;2025;2027BUD_V1;12;132138,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;604;2025;2027BUD_V1;12;49223,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;613;2025;2027BUD_V1;12;88092,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;604;2025;2027BUD_V1;12;30897,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;613;2025;2027BUD_V1;12;77521,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;604;2025;2027BUD_V1;12;24931,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;613;2025;2027BUD_V1;12;77521,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;604;2025;2027BUD_V1;12;24931,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;613;2025;2027BUD_V1;12;131550,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;604;2025;2027BUD_V1;12;38782,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;613;2025;2027BUD_V1;12;123328,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;604;2025;2027BUD_V1;12;30258,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;613;2025;2027BUD_V1;12;142709,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;604;2025;2027BUD_V1;12;29406,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;613;2025;2027BUD_V1;12;98663,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;604;2025;2027BUD_V1;12;24931,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;613;2026;2027BUD_V1;12;373801,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;604;2026;2027BUD_V1;12;85284,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;613;2026;2027BUD_V1;12;223973,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;604;2026;2027BUD_V1;12;72335,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;613;2026;2027BUD_V1;12;184593,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;604;2026;2027BUD_V1;12;65638,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;613;2026;2027BUD_V1;12;161519,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;604;2026;2027BUD_V1;12;55591,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;613;2026;2027BUD_V1;12;373801,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;604;2026;2027BUD_V1;12;79033,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;613;2026;2027BUD_V1;12;141521,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;604;2026;2027BUD_V1;12;54475,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;613;2026;2027BUD_V1;12;138445,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_TLS;604;2026;2027BUD_V1;12;51572,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;613;2026;2027BUD_V1;12;92297,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_NAN;604;2026;2027BUD_V1;12;32372,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;613;2026;2027BUD_V1;12;81221,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_REN;604;2026;2027BUD_V1;12;26121,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;613;2026;2027BUD_V1;12;81221,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
IPAC_MTP;604;2026;2027BUD_V1;12;26121,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;613;2026;2027BUD_V1;12;137830,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_LYO;604;2026;2027BUD_V1;12;40633,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;613;2026;2027BUD_V1;12;129215,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
PIGIER_BOR;604;2026;2027BUD_V1;12;31703,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;613;2026;2027BUD_V1;12;149520,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_PAR;604;2026;2027BUD_V1;12;30809,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;613;2026;2027BUD_V1;12;103372,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
TUNON_LYO;604;2026;2027BUD_V1;12;26121,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;615;2024;2027BUD_V1;12;48734,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_PAR;6063;2024;2027BUD_V1;12;51888,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;615;2024;2027BUD_V1;12;29200,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_LYO;6063;2024;2027BUD_V1;12;44010,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;615;2024;2027BUD_V1;12;24066,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_NAN;6063;2024;2027BUD_V1;12;39935,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;615;2024;2027BUD_V1;12;21058,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
MBWAY_BOR;6063;2024;2027BUD_V1;12;33822,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;615;2024;2027BUD_V1;12;48734,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_PAR;6063;2024;2027BUD_V1;12;48085,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
ISCOM_LIL;615;2024;2027BUD_V1;12;18451,000000000;M.PITOT;2026-08-19 15:50:47.089;QDL
